Speaker_ID,Speaker,ID,path_length,mean_k,clust_coef_global,Language,data_type
Mira_61,Mira,61,0.33694111083309186,5.9,0.4882075471698113,Finnish,iter
Mira_62,Mira,62,0.32236821457060705,4.6,0.3774193548387097,Finnish,iter
Mira_63,Mira,63,0.29090509962053257,6.7,0.5488454706927176,Finnish,iter
Mira_64,Mira,64,0.30880567285852084,4.4,0.41064638783269963,Finnish,iter
Mira_65,Mira,65,0.3643827937718525,5.3,0.4090909090909091,Finnish,iter
Mira_66,Mira,66,0.3185663777958214,5.6,0.4962962962962963,Finnish,iter
Mira_67,Mira,67,0.39774325663393667,5,0.42700729927007297,Finnish,iter
Mira_68,Mira,68,0.2965276309333206,7.3,0.5597381342062193,Finnish,iter
Mira_69,Mira,69,0.28581129096451896,6.8,0.492619926199262,Finnish,iter
Mira_7,Mira,7,0.303460312078119,6.4,0.4567901234567901,Finnish,iter
Mira_70,Mira,70,0.2685990214192979,6.8,0.42702702702702705,Finnish,iter
Mira_71,Mira,71,0.33098303048076066,6.3,0.5302013422818792,Finnish,iter
Mira_72,Mira,72,0.2909436581838045,7,0.5284974093264249,Finnish,iter
Mira_73,Mira,73,0.412554261159392,5.2,0.5257731958762887,Finnish,iter
Mira_74,Mira,74,0.33866335694319705,5.1,0.4,Finnish,iter
Mira_75,Mira,75,0.3311230248330232,5.4,0.3791208791208791,Finnish,iter
Mira_76,Mira,76,0.31343926644475467,6.5,0.5316455696202531,Finnish,iter
Mira_77,Mira,77,0.361972648148869,5.2,0.4816053511705686,Finnish,iter
Mira_78,Mira,78,0.31979877234814674,6.7,0.5389221556886228,Finnish,iter
Mira_79,Mira,79,0.3153565590092377,6,0.5427872860635696,Finnish,iter
Mira_8,Mira,8,0.3314025982455532,4.3,0.319672131147541,Finnish,iter
Mira_80,Mira,80,0.33125617321669426,6.1,0.5485327313769752,Finnish,iter
Mira_81,Mira,81,0.32310316180780696,7,0.5827338129496403,Finnish,iter
Mira_82,Mira,82,0.22820620793331695,6.3,0.5040485829959515,Finnish,iter
Mira_83,Mira,83,0.41718731381482094,4.2,0.4046511627906977,Finnish,iter
Mira_84,Mira,84,0.27881274578742804,5.9,0.4431818181818182,Finnish,iter
Mira_85,Mira,85,0.335873877165047,5.6,0.5089285714285714,Finnish,iter
Mira_86,Mira,86,0.31039245733182247,5.7,0.465,Finnish,iter
Mira_87,Mira,87,0.2959823005175881,6.8,0.5857988165680473,Finnish,iter
Mira_88,Mira,88,0.4061079336609584,5,0.5698924731182796,Finnish,iter
Mira_89,Mira,89,0.31179602160406616,4.1,0.4864864864864865,Finnish,iter
Mira_9,Mira,9,0.3143805026951157,6.4,0.529045643153527,Finnish,iter
Mira_90,Mira,90,0.3397107225063527,5.5,0.5845272206303725,Finnish,iter
Mira_91,Mira,91,0.32885540308724526,6.3,0.5748898678414097,Finnish,iter
Mira_92,Mira,92,0.34205766836558793,4.8,0.3958333333333333,Finnish,iter
Mira_93,Mira,93,0.2716756798302583,8.4,0.6022443890274314,Finnish,iter
Mira_94,Mira,94,0.27808225485747895,7.7,0.5254491017964071,Finnish,iter
Mira_95,Mira,95,0.3462256533481233,5.6,0.477088948787062,Finnish,iter
Mira_96,Mira,96,0.3480963252342218,5.5,0.4690265486725664,Finnish,iter
Mira_97,Mira,97,0.33868090105841886,5,0.38764044943820225,Finnish,iter
Mira_98,Mira,98,0.3104845263174247,6.5,0.5199203187250996,Finnish,iter
Mira_99,Mira,99,0.34895917692319867,5.2,0.5102639296187683,Finnish,iter
Patrick_1,Patrick,1,0.10333265767153205,7.9,0.5665859564164649,UK,iter
Patrick_10,Patrick,10,0.12204749647986086,7.1,0.5416666666666666,UK,iter
Patrick_100,Patrick,100,0.13367398381872683,9.2,0.6138996138996139,UK,iter
Patrick_11,Patrick,11,0.15059364227330232,9.1,0.6237911025145068,UK,iter
Patrick_12,Patrick,12,0.15871059008413757,9.6,0.6323119777158774,UK,iter
Patrick_13,Patrick,13,0.14529537327859354,7,0.6828193832599119,UK,iter
Patrick_14,Patrick,14,0.15543046993530205,9,0.6160990712074303,UK,iter
Patrick_15,Patrick,15,0.12073082593342924,9.5,0.594876660341556,UK,iter
Patrick_16,Patrick,16,0.15682637287574216,9.4,0.6450999048525214,UK,iter
Patrick_17,Patrick,17,0.14646166625682794,9.1,0.6237911025145068,UK,iter
Patrick_18,Patrick,18,0.15707035803551608,8.9,0.652452025586354,UK,iter
Patrick_19,Patrick,19,0.11250892622658235,7,0.5416666666666666,UK,iter
Patrick_2,Patrick,2,0.11035647034062755,8.3,0.5457589285714286,UK,iter
Patrick_20,Patrick,20,0.1275947453904261,7.1,0.6158357771260997,UK,iter
Patrick_21,Patrick,21,0.1614281922827971,7,0.6366559485530546,UK,iter
Patrick_22,Patrick,22,0.13436064390972416,8.5,0.6557377049180327,UK,iter
Patrick_23,Patrick,23,0.10160865386612089,6.6,0.5669291338582677,UK,iter
Patrick_24,Patrick,24,0.16041140930537015,10,0.6191709844559585,UK,iter
Patrick_25,Patrick,25,0.1554498561993255,8.6,0.5843307943416758,UK,iter
Patrick_26,Patrick,26,0.1610125845502739,9.2,0.6292246520874751,UK,iter
Patrick_27,Patrick,27,0.0926545177613598,7.1,0.5416666666666666,UK,iter
Patrick_28,Patrick,28,0.1195216563942827,9.3,0.5795148247978437,UK,iter
Patrick_29,Patrick,29,0.12145367104590062,7.8,0.5306603773584906,UK,iter
Patrick_3,Patrick,3,0.10799052295977862,7.1,0.5416666666666666,UK,iter
Patrick_30,Patrick,30,0.148258029084975,9.8,0.6101694915254238,UK,iter
Patrick_31,Patrick,31,0.11998131332744418,9,0.5211267605633803,UK,iter
Patrick_32,Patrick,32,0.13250021140319976,8.2,0.576271186440678,UK,iter
Patrick_33,Patrick,33,0.09957933517191692,7.6,0.5185185185185185,UK,iter
Patrick_34,Patrick,34,0.12018076391994505,8.4,0.5362776025236593,UK,iter
Patrick_35,Patrick,35,0.13396135634799292,7.8,0.5689001264222503,UK,iter
Patrick_36,Patrick,36,0.13033432219410127,10,0.589873417721519,UK,iter
Patrick_37,Patrick,37,0.10702737082398289,8.9,0.5243296921549155,UK,iter
Patrick_38,Patrick,38,0.14380651110995352,7,0.5541984732824428,UK,iter
Patrick_39,Patrick,39,0.14320786986416398,8.3,0.626410835214447,UK,iter
Patrick_4,Patrick,4,0.11015687752626677,7.6,0.6538461538461539,UK,iter
Patrick_40,Patrick,40,0.11084662621684792,8.9,0.5243296921549155,UK,iter
Patrick_41,Patrick,41,0.14493546456667047,7.8,0.6023316062176166,UK,iter
Patrick_42,Patrick,42,0.16170499684587053,10.1,0.5906735751295337,UK,iter
Patrick_43,Patrick,43,0.12926875319058168,7,0.6828193832599119,UK,iter
Patrick_44,Patrick,44,0.1304469739898118,9.9,0.6010452961672473,UK,iter
Patrick_45,Patrick,45,0.13462701527607288,7.5,0.5716162943495401,UK,iter
Patrick_46,Patrick,46,0.13549513188668483,8.7,0.5246913580246914,UK,iter
Patrick_47,Patrick,47,0.13973146123101068,8.6,0.5240585774058577,UK,iter
Patrick_48,Patrick,48,0.11614665081581033,7.5,0.5769230769230769,UK,iter
Patrick_49,Patrick,49,0.14538966784859245,8.7,0.6560509554140127,UK,iter
Patrick_5,Patrick,5,0.1276739920389509,6.9,0.5882352941176471,UK,iter
Patrick_50,Patrick,50,0.14568051591267844,7.9,0.5428571428571428,UK,iter
Patrick_51,Patrick,51,0.11968022289302949,9.1,0.6112759643916914,UK,iter
Patrick_52,Patrick,52,0.10730331567047127,7.3,0.5932203389830508,UK,iter
Patrick_53,Patrick,53,0.14184109113777155,7.4,0.5518672199170125,UK,iter
Patrick_54,Patrick,54,0.1314549399662108,8.2,0.5679442508710801,UK,iter
Patrick_55,Patrick,55,0.12310622290297321,9.5,0.5989352262644189,UK,iter
Patrick_56,Patrick,56,0.1708665394154729,10.4,0.5995106035889071,UK,iter
Patrick_57,Patrick,57,0.12982020706645264,8,0.662962962962963,UK,iter
Patrick_58,Patrick,58,0.13623795678555398,8.4,0.5751121076233184,UK,iter
Patrick_59,Patrick,59,0.1442256791705317,8,0.6171003717472119,UK,iter
Patrick_6,Patrick,6,0.15875070399663455,8.6,0.6382978723404256,UK,iter
Patrick_60,Patrick,60,0.12484191034729615,8.5,0.5720338983050848,UK,iter
Patrick_61,Patrick,61,0.13837605882024825,8.5,0.5252416756176155,UK,iter
Patrick_62,Patrick,62,0.1497758304690573,8.1,0.588957055214724,UK,iter
