gloss1,gloss2,Speaker_ID,word_pair,distance,Speaker,listID,distance_norm,data_type
voilà3069,maman2612,Adeline_17,maman2612_voilà3069,6.550876149017918,Adeline,17,0.46859315126377726,iter-A
bisou3039,maman2612,Adeline_17,bisou3039_maman2612,6.768856936682251,Adeline,17,0.48418561582623176,iter-A
encore3059,maman2612,Adeline_17,encore3059_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
encore3058,maman2612,Adeline_17,encore3058_maman2612,7.11788726606417,Adeline,17,0.5091522337581288,iter-A
maman2612,bobo3130,Adeline_17,bobo3130_maman2612,8.346459759079796,Adeline,17,0.5970337083826329,iter-A
encore3054,papa2614,Adeline_18,encore3054_papa2614,6.16227766016838,Adeline,18,0.440796168642812,iter-A
maman2612,papa2614,Adeline_18,maman2612_papa2614,6.324555320336759,Adeline,18,0.45240411213437276,iter-A
chapeau3047,papa2614,Adeline_18,chapeau3047_papa2614,3,Adeline,18,0.2145941125756256,iter-A
coucou3134,papa2614,Adeline_18,coucou3134_papa2614,9.3166247903554,Adeline,18,0.666430943028797,iter-A
bobo3130,papa2614,Adeline_18,bobo3130_papa2614,7.631202762478185,Adeline,18,0.5458703948995562,iter-A
encore3064,papa2614,Adeline_18,encore3064_papa2614,6.16227766016838,Adeline,18,0.440796168642812,iter-A
dodo2610,papa2614,Adeline_18,dodo2610_papa2614,6.324555320336759,Adeline,18,0.45240411213437276,iter-A
voiture3070,papa2614,Adeline_18,papa2614_voiture3070,6.16227766016838,Adeline,18,0.440796168642812,iter-A
voilà3069,papa2614,Adeline_18,papa2614_voilà3069,7.716990566028302,Adeline,18,0.5520069140904393,iter-A
au revoir1955,papa2614,Adeline_18,au revoir1955_papa2614,6.764054992217051,Adeline,18,0.48384212615584943,iter-A
encore3053,papa2614,Adeline_18,encore3053_papa2614,6.16227766016838,Adeline,18,0.440796168642812,iter-A
au revoir3033,papa2614,Adeline_18,au revoir3033_papa2614,3,Adeline,18,0.2145941125756256,iter-A
encore3055,papa2614,Adeline_18,encore3055_papa2614,6.16227766016838,Adeline,18,0.440796168642812,iter-A
papa2615,papa2614,Adeline_18,papa2614_papa2615,0,Adeline,18,0,iter-A
chapeau3050,papa2614,Adeline_18,chapeau3050_papa2614,5.5,Adeline,18,0.39342253972198027,iter-A
voilà2616,papa2614,Adeline_18,papa2614_voilà2616,8.215561702935481,Adeline,18,0.5876703909839117,iter-A
chapeau3043,papa2614,Adeline_18,chapeau3043_papa2614,3,Adeline,18,0.2145941125756256,iter-A
encore3060,papa2614,Adeline_18,encore3060_papa2614,6.16227766016838,Adeline,18,0.440796168642812,iter-A
au revoir3031,papa2614,Adeline_18,au revoir3031_papa2614,5.692582403567252,Adeline,18,0.4071982230523788,iter-A
papa2614,encore3054,Adeline_18,encore3054_papa2614,6.16227766016838,Adeline,18,0.440796168642812,iter-A
chapeau3044,coucou2603,Adeline_19,chapeau3044_coucou2603,6.47890245052378,Adeline,19,0.4634447739447322,iter-A
