Speaker_ID,Speaker,ID,path_length,mean_k,clust_coef_global,Language,data_type
Romuald_52,Romuald,52,0.22169188954440502,6.7,0.5103969754253308,French,iter_T
Romuald_53,Romuald,53,0.29550931110277767,7.4,0.6511627906976745,French,iter_T
Romuald_54,Romuald,54,0.22487424570888478,7,0.5704225352112676,French,iter_T
Romuald_55,Romuald,55,0.18598783161740887,6.8,0.5476190476190477,French,iter_T
Romuald_56,Romuald,56,0.2880713974364382,7.4,0.6225490196078431,French,iter_T
Romuald_57,Romuald,57,0.20712913804533356,9,0.6347368421052632,French,iter_T
Romuald_58,Romuald,58,0.17889092817709845,7.4,0.5029673590504451,French,iter_T
Romuald_59,Romuald,59,0.2294619014144395,7.6,0.573394495412844,French,iter_T
Romuald_6,Romuald,6,0.2827011005570963,7.7,0.6710526315789473,French,iter_T
Romuald_60,Romuald,60,0.16261968347891764,5.2,0.40048543689320387,French,iter_T
Romuald_61,Romuald,61,0.2240514337136343,7.1,0.6548956661316212,French,iter_T
Romuald_62,Romuald,62,0.17781272271785925,6.9,0.5571428571428572,French,iter_T
Romuald_63,Romuald,63,0.21094586245541866,6.3,0.4526112185686654,French,iter_T
Romuald_64,Romuald,64,0.12492855430948295,5.2,0.5210526315789473,French,iter_T
Romuald_65,Romuald,65,0.2856946582385004,6.6,0.5597014925373134,French,iter_T
Romuald_66,Romuald,66,0.2757803278179255,7,0.5343137254901961,French,iter_T
Romuald_67,Romuald,67,0.22417935035605815,7.1,0.5572139303482587,French,iter_T
Romuald_68,Romuald,68,0.1971406623061812,9.1,0.590625,French,iter_T
Romuald_69,Romuald,69,0.17417419535751608,6.9,0.560702875399361,French,iter_T
Romuald_7,Romuald,7,0.2119333098688786,7.9,0.5779411764705882,French,iter_T
Romuald_70,Romuald,70,0.2935383715125951,6.1,0.5960698689956332,French,iter_T
Romuald_71,Romuald,71,0.19544162853547842,7.1,0.572139303482587,French,iter_T
Romuald_72,Romuald,72,0.2313689763732711,6.1,0.4866666666666667,French,iter_T
Romuald_73,Romuald,73,0.16596859523705942,8.3,0.5416666666666666,French,iter_T
Romuald_74,Romuald,74,0.17062865635811308,8.6,0.6414253897550112,French,iter_T
Romuald_75,Romuald,75,0.2794662716010418,7,0.66110183639399,French,iter_T
Romuald_76,Romuald,76,0.18968637151960452,7.6,0.5251017639077341,French,iter_T
Romuald_77,Romuald,77,0.22265186119590996,8.6,0.61795166858458,French,iter_T
Romuald_78,Romuald,78,0.21634266305509317,7,0.5704584040747029,French,iter_T
Romuald_79,Romuald,79,0.26605732517647507,7,0.5559440559440559,French,iter_T
Romuald_8,Romuald,8,0.20409730477558932,6.6,0.5634782608695652,French,iter_T
Romuald_80,Romuald,80,0.2383691975335821,6.6,0.5698324022346368,French,iter_T
Romuald_81,Romuald,81,0.2689184203869934,6.4,0.4922779922779923,French,iter_T
Romuald_82,Romuald,82,0.2867932467824247,7.4,0.6705298013245033,French,iter_T
Romuald_83,Romuald,83,0.1734232774135623,8.5,0.5513698630136986,French,iter_T
Romuald_84,Romuald,84,0.2744824602290894,6.8,0.5575221238938053,French,iter_T
Romuald_85,Romuald,85,0.24935793334551298,7.4,0.5257731958762887,French,iter_T
Romuald_86,Romuald,86,0.22025152611396484,7.7,0.5368852459016393,French,iter_T
Romuald_87,Romuald,87,0.2134843439076386,8.3,0.6112412177985949,French,iter_T
Romuald_88,Romuald,88,0.18991960047864107,8.2,0.575031525851198,French,iter_T
Romuald_89,Romuald,89,0.2129314944228127,8.2,0.624031007751938,French,iter_T
Romuald_9,Romuald,9,0.20293806346233118,7.3,0.5771065182829889,French,iter_T
Romuald_90,Romuald,90,0.20151537291040023,7.8,0.636615811373093,French,iter_T
Romuald_91,Romuald,91,0.25627762335192367,7.3,0.552755905511811,French,iter_T
Romuald_92,Romuald,92,0.19210223069088153,7.7,0.5974754558204769,French,iter_T
Romuald_93,Romuald,93,0.1845695682662833,8.7,0.6606129398410897,French,iter_T
Romuald_94,Romuald,94,0.2235453610092,7.8,0.586764705882353,French,iter_T
Romuald_95,Romuald,95,0.2675995060771968,8,0.6587412587412588,French,iter_T
Romuald_96,Romuald,96,0.1987251078745573,7.9,0.6285714285714286,French,iter_T
Romuald_97,Romuald,97,0.28922465633958816,6.8,0.5742397137745975,French,iter_T
Romuald_98,Romuald,98,0.29070378486703763,6.8,0.6583969465648855,French,iter_T
Romuald_99,Romuald,99,0.18420858089968628,8.3,0.6167247386759582,French,iter_T
Shazim_1,Shazim,1,0.2424610711621721,9.6,0.612,Urdu,iter_T
