Speaker_ID,gloss1,data_type,degree,threshold
Adeline_42,encore1330,iter,1,0.25
Adeline_42,encore1331,iter,1,0.25
Adeline_42,encore1333,iter,1,0.25
Adeline_42,encore1339,iter,1,0.25
Adeline_43,bisou995,iter,1,0.25
Adeline_43,bisou997,iter,1,0.25
Adeline_43,bobo1000,iter,1,0.25
Adeline_43,chapeau1003,iter,1,0.25
Adeline_43,chapeau1004,iter,1,0.25
Adeline_43,chapeau1007,iter,1,0.25
Adeline_43,coucou1013,iter,1,0.25
Adeline_43,coucou1014,iter,1,0.25
Adeline_43,coucou1016,iter,1,0.25
Adeline_43,encore1329,iter,1,0.25
Adeline_43,encore1330,iter,1,0.25
Adeline_43,encore1331,iter,1,0.25
Adeline_43,encore1335,iter,1,0.25
Adeline_43,encore1338,iter,1,0.25
Adeline_43,papa1026,iter,1,0.25
Adeline_44,bisou995,iter,1,0.25
Adeline_44,bobo1001,iter,1,0.25
Adeline_44,chapeau1003,iter,1,0.25
Adeline_44,chapeau1005,iter,1,0.25
Adeline_44,chapeau1007,iter,1,0.25
Adeline_44,chapeau1009,iter,1,0.25
Adeline_44,coucou1013,iter,1,0.25
Adeline_44,coucou1015,iter,1,0.25
Adeline_44,coucou1018,iter,1,0.25
Adeline_44,coucou1020,iter,1,0.25
Adeline_44,dodo1021,iter,1,0.25
Adeline_44,encore1327,iter,1,0.25
Adeline_44,encore1328,iter,1,0.25
Adeline_44,encore1330,iter,1,0.25
Adeline_44,encore1331,iter,1,0.25
Adeline_44,encore1334,iter,1,0.25
Adeline_44,encore1335,iter,1,0.25
Adeline_44,encore1337,iter,1,0.25
Adeline_45,bisou994,iter,1,0.25
Adeline_45,bobo999,iter,1,0.25
Adeline_45,chapeau1010,iter,1,0.25
Adeline_45,coucou1011,iter,1,0.25
Adeline_45,coucou1013,iter,1,0.25
Adeline_45,coucou1014,iter,1,0.25
Adeline_45,coucou1016,iter,1,0.25
Adeline_45,dodo1021,iter,1,0.25
Adeline_45,encore1326,iter,1,0.25
Adeline_45,encore1335,iter,1,0.25
Adeline_45,encore1336,iter,1,0.25
Adeline_45,encore1337,iter,1,0.25
Adeline_45,papa1027,iter,1,0.25
Adeline_46,bisou995,iter,1,0.25
Adeline_46,chapeau1002,iter,1,0.25
Adeline_46,chapeau1008,iter,1,0.25
Adeline_46,coucou1014,iter,1,0.25
Adeline_46,coucou1019,iter,1,0.25
Adeline_46,coucou1020,iter,1,0.25
Adeline_46,dodo1021,iter,1,0.25
Adeline_46,encore1326,iter,1,0.25
Adeline_46,encore1327,iter,1,0.25
Adeline_46,encore1328,iter,1,0.25
Adeline_46,encore1331,iter,1,0.25
Adeline_46,encore1333,iter,1,0.25
Adeline_46,encore1338,iter,1,0.25
Adeline_46,papa1028,iter,1,0.25
Adeline_46,vachou1030,iter,1,0.25
Adeline_47,bisou994,iter,1,0.25
Adeline_47,bisou997,iter,1,0.25
Adeline_47,bobo999,iter,1,0.25
Adeline_47,coucou1011,iter,1,0.25
Adeline_47,coucou1017,iter,1,0.25
Adeline_47,coucou1019,iter,1,0.25
Adeline_47,coucou1020,iter,1,0.25
Adeline_47,dodo1021,iter,1,0.25
Adeline_47,encore1326,iter,1,0.25
Adeline_47,encore1328,iter,1,0.25
Adeline_47,encore1329,iter,1,0.25
Adeline_47,encore1332,iter,1,0.25
Adeline_47,encore1334,iter,1,0.25
Adeline_47,encore1338,iter,1,0.25
Adeline_47,encore1339,iter,1,0.25
Adeline_47,oiseau1025,iter,1,0.25
Adeline_47,vachou1030,iter,1,0.25
Adeline_48,bisou998,iter,1,0.25
Adeline_48,chapeau1004,iter,1,0.25
Adeline_48,chapeau1005,iter,1,0.25
Adeline_48,chapeau1006,iter,1,0.25
Adeline_48,coucou1013,iter,1,0.25
Adeline_48,coucou1019,iter,1,0.25
Adeline_48,encore1326,iter,1,0.25
Adeline_48,encore1328,iter,1,0.25
Adeline_48,encore1329,iter,1,0.25
Adeline_48,encore1334,iter,1,0.25
Adeline_48,encore1336,iter,1,0.25
Adeline_48,maman1022,iter,1,0.25
Adeline_48,papa1028,iter,1,0.25
Adeline_49,bisou998,iter,1,0.25
Adeline_49,chapeau1004,iter,1,0.25
Adeline_49,chapeau1005,iter,1,0.25
Adeline_49,chapeau1010,iter,1,0.25
Adeline_49,coucou1011,iter,1,0.25
Adeline_49,coucou1019,iter,1,0.25
Adeline_49,encore1327,iter,1,0.25
